표준버스정류장ID,노선번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수
106000001,N72,망우역(00097),0,0,0,0,90,12,47,7,23,6,0,0
106000001,N26,망우역(00075),0,0,0,0,204,33,85,26,0,0,0,0
106000001,N72,망우역(00013),54,8,60,6,0,0,0,0,0,0,0,0
106000001,N26,망우역(00008),135,10,148,20,0,0,0,0,0,0,0,0
106000002,N72,망우역(00073),0,0,18,33,23,36,11,19,0,0,0,0
106000002,N72,망우역(00159),0,0,0,0,0,0,4,11,14,21,4,18
106000002,N26,망우역(00060),0,0,14,51,52,175,10,70,0,0,0,0
106000002,N26,망우역(00128),0,0,0,0,0,0,12,132,10,119,5,95
106000003,N26,상봉역.중랑우체국(00009),259,37,148,26,0,0,0,0,0,0,0,0
106000003,N26,상봉역.중랑우체국(00076),0,0,0,0,195,97,104,39,0,0,0,0
106000004,N26,상봉역.중랑우체국(00059),0,0,17,100,57,310,26,145,0,0,0,0
106000004,N26,상봉역.중랑우체국(00127),0,0,0,0,0,0,52,237,85,364,19,65
106000005,N26,중랑역.동부시장(00010),147,68,220,73,0,0,0,0,0,0,0,0
106000005,N26,중랑역.동부시장(00077),0,0,0,0,268,85,323,49,0,0,0,0
106000006,N26,중랑역.동부시장(00126),0,0,0,0,0,0,28,281,106,392,13,13
106000006,N26,중랑역.동부시장(00058),0,0,27,114,56,375,20,120,0,0,0,0
106000007,N61,극동늘푸른아파트(00110),0,0,0,0,119,39,186,56,67,10,0,0
106000007,N61,극동늘푸른아파트(00016),182,51,128,67,42,25,0,0,0,0,0,0
106000008,N61,묵동자이.신도브래뉴아파트(00079),0,0,20,80,35,111,10,53,0,0,0,0
106000008,N61,묵동자이.신도브래뉴아파트(00173),0,0,0,0,0,0,2,5,42,124,37,132
106000009,N61,묵동삼거리.먹골역(00111),0,0,0,0,50,45,112,25,77,15,0,0
106000009,N61,묵동삼거리.먹골역(00017),122,51,102,59,24,38,0,0,0,0,0,0
106000010,N61,먹골역.묵동자이아파트(00078),0,0,13,71,43,144,38,49,0,0,0,0
106000010,N61,먹골역.묵동자이아파트(00172),0,0,0,0,0,0,0,2,129,110,46,114
106000011,N61,한국전력동대문중랑지사(00113),0,0,0,0,74,33,61,31,10,28,0,0
106000011,N61,한국전력동대문중랑지사(00019),48,78,47,70,6,18,0,0,0,0,0,0
106000012,N61,한국전력동대문중랑지사(00076),0,0,14,43,23,74,38,40,0,0,0,0
106000012,N61,한국전력동대문중랑지사(00170),0,0,0,0,0,0,4,4,29,61,29,49
106000013,N61,지하철7호선중화역(00114),0,0,0,0,87,46,132,71,106,46,0,0
106000013,N61,지하철7호선중화역(00020),151,113,97,122,19,28,0,0,0,0,0,0
106000014,N61,지하철7호선중화역(00075),0,0,26,56,56,103,29,50,0,0,0,0
106000014,N61,지하철7호선중화역(00169),0,0,0,0,0,0,5,11,99,137,70,94
106000015,N61,국민은행중화동지점(00115),0,0,0,0,61,72,177,77,114,56,0,0
106000015,N61,국민은행중화동지점(00021),81,142,64,139,66,34,0,0,0,0,0,0
106000016,N61,중화동한신아파트(00168),0,0,0,0,0,0,33,34,109,185,102,129
106000016,N61,중화동한신아파트(00074),0,0,60,118,93,180,54,74,0,0,0,0
106000017,N61,상봉2동복합청사.도서관(00116),0,0,0,0,317,104,231,99,132,33,0,0
106000017,N61,상봉2동복합청사.도서관(00022),195,229,355,193,75,43,0,0,0,0,0,0
106000018,N61,상봉2동복합청사.도서관(00073),0,0,197,233,253,302,162,190,0,0,0,0
106000018,N61,상봉2동복합청사.도서관(00167),0,0,0,0,0,0,67,98,187,224,116,127
106000019,N61,면목2동주민센터(00117),0,0,0,0,13,16,79,29,26,35,0,0
106000019,N61,면목2동주민센터(00023),14,34,19,30,7,8,0,0,0,0,0,0
106000020,N61,중목초등학교(00072),0,0,3,54,8,110,5,85,0,0,0,0
106000020,N61,중목초등학교(00166),0,0,0,0,0,0,2,44,23,94,25,82
106000021,N61,면목2동(00118),0,0,0,0,66,25,106,29,68,17,0,0
106000021,N61,면목2동(00024),58,76,86,55,11,14,0,0,0,0,0,0
106000022,N61,면목2동(00071),0,0,15,43,28,61,16,42,0,0,0,0
106000022,N61,면목2동(00165),0,0,0,0,0,0,10,17,59,54,60,52
106000023,N61,면목5동주민센터(00119),0,0,0,0,38,28,25,18,70,11,0,0
106000023,N61,면목5동주민센터(00025),56,51,27,56,15,31,0,0,0,0,0,0
106000024,N61,장안시장(00164),0,0,0,0,0,0,6,38,34,63,23,60
106000024,N61,장안시장(00070),0,0,22,60,39,127,17,67,0,0,0,0
106000025,N61,면목신우아파트(00121),0,0,0,0,75,22,98,17,61,50,0,0
106000025,N61,면목신우아파트(00027),59,49,97,33,16,13,0,0,0,0,0,0
106000026,N61,면목신우아파트(00162),0,0,0,0,0,0,19,46,24,96,9,52
106000026,N61,면목신우아파트(00068),0,0,38,129,77,166,23,74,0,0,0,0
106000027,N61,면목119안전센터(00028),59,102,55,110,10,19,0,0,0,0,0,0
106000027,N61,면목119안전센터(00122),0,0,0,0,61,52,24,40,64,65,0,0
106000028,N61,경남아너스빌아파트앞(00067),0,0,11,106,38,83,20,53,0,0,0,0
106000028,N61,경남아너스빌아파트앞(00161),0,0,0,0,0,0,13,32,46,56,13,32
106000029,N61,늘푸른동아아파트(00160),0,0,0,0,0,0,21,36,44,58,19,39
106000029,N61,늘푸른동아아파트(00066),0,0,61,131,38,106,15,66,0,0,0,0
106000049,N72,망우동고개(00009),6,5,2,0,0,0,0,0,0,0,0,0
106000049,N72,망우동고개(00093),0,0,0,0,14,1,18,2,0,0,0,0
106000072,N72,상봉역3번출구(00072),0,0,20,50,31,44,10,43,0,0,0,0
106000072,N72,상봉역3번출구(00158),0,0,0,0,0,0,3,16,35,60,6,32
106000073,N72,상봉역4번출구(00098),0,0,0,0,75,44,75,26,21,19,0,0
106000073,N72,상봉역4번출구(00014),47,16,50,22,0,0,0,0,0,0,0,0
106000074,N72,면목초등학교(00157),0,0,0,0,0,0,1,11,20,44,2,27
106000074,N72,면목초등학교(00071),0,0,7,24,7,32,0,16,0,0,0,0
106000075,N72,면목초등학교(00015),17,8,7,8,0,0,0,0,0,0,0,0
106000075,N72,면목초등학교(00099),0,0,0,0,10,14,10,11,2,4,0,0
106000076,N72,지하철7호선면목역(00100),0,0,0,0,33,21,17,16,9,7,0,0
106000076,N72,지하철7호선면목역(00016),38,3,23,5,0,0,0,0,0,0,0,0
106000077,N72,지하철7호선면목역(00070),0,0,18,27,32,52,10,26,0,0,0,0
106000077,N72,지하철7호선면목역(00156),0,0,0,0,0,0,3,23,11,62,25,27
106000078,N72,면목본동주민센터.면목정보도서관(00069),0,0,15,48,12,55,11,29,0,0,0,0
106000078,N72,면목본동주민센터.면목정보도서관(00155),0,0,0,0,0,0,19,20,27,34,3,19
106000079,N72,면목본동주민센터.면목정보도서관(00101),0,0,0,0,15,9,11,20,3,11,0,0
106000079,N72,면목본동주민센터.면목정보도서관(00017),6,4,7,11,0,0,0,0,0,0,0,0
106000080,N72,면동초등학교(00154),0,0,0,0,0,0,3,24,4,31,17,15
106000080,N72,면동초등학교(00068),0,0,9,28,8,28,6,20,0,0,0,0
106000081,N72,면동초등학교(00102),0,0,0,0,21,14,10,9,3,3,0,0
106000081,N72,면동초등학교(00018),11,7,17,8,0,0,0,0,0,0,0,0
106000082,N72,면목우체국.녹색병원(00153),0,0,0,0,0,0,9,29,12,37,17,33
106000082,N72,면목우체국.녹색병원(00067),0,0,50,39,63,64,33,30,0,0,0,0
106000083,N72,면목우체국.녹색병원(00103),0,0,0,0,5,27,6,10,1,8,0,0
106000083,N72,면목우체국.녹색병원(00019),21,7,12,23,0,0,0,0,0,0,0,0
106000085,N72,사가정역2번출구(00104),0,0,0,0,18,9,15,7,2,4,0,0
106000085,N72,사가정역2번출구(00020),14,6,35,14,0,0,0,0,0,0,0,0
106000085,N72,지하철7호선사가정역(00020),7,3,22,15,0,0,0,0,0,0,0,0
106000085,N72,지하철7호선사가정역(00104),0,0,0,0,12,12,8,7,4,0,0,0
106000103,N62,중화중학교.면목고등학교(00165),0,0,0,0,0,0,0,68,0,113,0,43
106000103,N62,중화중학교.면목고등학교(00083),0,0,1,111,3,209,1,69,0,0,0,0
106000104,N62,중화중학교.중랑구가족센터(00002),12,0,6,0,0,0,0,0,0,0,0,0
106000104,N62,중화중학교.다문화가족지원센터(00002),8,0,8,0,0,0,0,0,0,0,0,0
106000104,N62,중화중학교.다문화가족지원센터(00084),0,0,18,8,53,45,11,13,0,0,0,0
106000104,N62,중화중학교.중랑구가족센터(00084),0,0,33,39,65,72,13,18,0,0,0,0
106000105,N62,면중초등학교(00164),0,0,0,0,0,0,0,37,0,51,0,15
106000105,N62,면중초등학교(00082),0,0,1,67,1,151,0,41,0,0,0,0
106000106,N62,면중초등학교(00085),0,0,23,0,13,0,9,0,0,0,0,0
106000106,N62,면중초등학교(00003),5,0,9,0,0,0,0,0,0,0,0,0
106000107,N62,한양수자인사가정파크(00081),0,0,2,60,1,103,0,24,0,0,0,0
106000107,N62,한양수자인사가정파크(00163),0,0,0,0,0,0,0,50,2,141,0,12
106000108,N62,면목동금호어울림아파트(00086),0,0,12,1,16,2,3,2,0,0,0,0
106000108,N62,면목동금호어울림아파트(00004),12,1,6,1,0,0,0,0,0,0,0,0
106000109,N62,면목동금호어울림아파트(00080),0,0,7,68,4,85,0,9,0,0,0,0
106000109,N62,면목동금호어울림아파트(00162),0,0,0,0,0,0,3,38,0,59,0,6
106000110,N62,면목동대원칸타빌아파트(00087),0,0,0,1,10,0,3,0,0,0,0,0
106000110,N62,면목동대원칸타빌아파트(00005),5,0,2,0,0,0,0,0,0,0,0,0
