표준버스정류장ID,노선번호,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,정류소명,X좌표,Y좌표,매칭된지하철역,역과거리(m)
120000021,N61,124,191,85,133,28,54,0,0,0,0,0,0,KT관악지점,126.9484610699,37.4814828857,서울대입구(관악구청),379.916222463635
120000021,N75,0,0,18,16,52,35,36,23,25,4,0,0,KT관악지점,126.9484610699,37.4814828857,서울대입구(관악구청),379.916222463635
120000021,N15,0,0,0,0,0,0,9,64,48,88,10,29,KT관악지점,126.9484610699,37.4814828857,서울대입구(관악구청),379.916222463635
120000022,N75,231,32,265,52,0,0,0,0,0,0,0,0,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000022,N61,0,0,0,0,103,73,186,106,256,82,0,0,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000022,N75,0,0,41,13,184,57,95,32,71,10,0,0,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000022,N15,0,0,98,143,59,149,12,70,0,0,0,0,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000022,N15,0,0,0,0,0,0,9,29,86,116,43,37,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000022,N61,427,221,252,211,68,68,0,0,0,0,0,0,봉천사거리,126.954587,37.480368,서울대입구(관악구청),189.10324554800607
120000023,N15,0,0,0,0,0,0,2,30,16,89,2,20,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000023,N75,0,0,16,7,39,16,17,10,45,9,0,0,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000023,N61,0,0,0,0,34,45,85,41,34,30,0,0,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000023,N75,28,39,22,34,0,0,0,0,0,0,0,0,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000023,N61,56,128,56,79,21,29,0,0,0,0,0,0,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000023,N15,0,0,14,66,8,60,20,32,0,0,0,0,낙성대동,126.957392,37.479278,서울대입구(관악구청),464.777680468729
120000024,N15,0,0,20,124,30,122,1,51,0,0,0,0,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000024,N61,94,178,70,132,18,37,0,0,0,0,0,0,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000024,N15,0,0,0,0,0,0,5,51,8,167,3,17,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000024,N75,0,0,19,19,41,51,48,47,27,15,0,0,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000024,N75,29,36,42,78,0,0,0,0,0,0,0,0,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000024,N61,0,0,0,0,31,61,77,85,88,91,0,0,낙성대입구,126.9608874889,37.4778444821,낙성대,275.491731023444
120000025,N75,0,0,6,11,15,85,100,20,38,3,0,0,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000025,N75,30,58,29,95,0,0,0,0,0,0,0,0,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000025,N61,38,176,47,145,10,31,0,0,0,0,0,0,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000025,N15,0,0,0,0,0,0,1,19,39,71,43,18,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000025,N61,0,0,0,0,60,29,91,59,165,53,0,0,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000025,N15,0,0,11,82,17,115,0,29,0,0,0,0,인헌중고.서울미술고,126.966623,37.475655,낙성대,288.3223247847578
120000026,N15,0,0,0,0,0,0,1,34,23,83,9,52,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000026,N75,15,54,11,52,0,0,0,0,0,0,0,0,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000026,N61,19,149,23,119,14,32,0,0,0,0,0,0,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000026,N61,0,0,0,0,18,39,80,73,58,134,0,0,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000026,N75,0,0,3,5,14,40,23,18,11,8,0,0,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000026,N15,0,0,2,65,1,84,2,34,0,0,0,0,예술인마을.사당초등학교,126.973885,37.475937,사당,688.3782541270446
120000027,N61,188,195,254,140,70,37,0,0,0,0,0,0,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000027,N15,0,0,0,0,0,0,10,60,23,119,4,55,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000027,N75,86,99,144,77,0,0,0,0,0,0,0,0,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000027,N75,0,0,33,18,160,41,126,53,40,12,0,0,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000027,N15,0,0,5,86,7,92,1,30,0,0,0,0,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000027,N61,0,0,0,0,135,27,230,96,184,84,0,0,남서울농협남현동지점,126.9773008972,37.476370961,사당,383.44921141153617
120000043,N75,0,0,3,0,14,1,1,0,0,0,0,0,신성초등학교,126.937427,37.471078,봉천,1318.9935246168857
120000043,N75,106,0,58,0,0,0,0,0,0,0,0,0,신성초등학교,126.937427,37.471078,봉천,1318.9935246168857
120000044,N75,0,0,24,1,139,2,188,2,2,0,0,0,서울대벤처타운역1번출구,126.933686278,37.473206969,봉천,1253.777778728387
120000044,N75,56,2,39,0,0,0,0,0,0,0,0,0,서울대벤처타운역1번출구,126.933686278,37.473206969,봉천,1253.777778728387
120000045,N75,28,4,20,3,0,0,0,0,0,0,0,0,쑥고개입구,126.9374950813,37.4761917072,봉천,792.935639619871
120000045,N75,0,0,25,2,62,21,128,2,0,0,0,0,쑥고개입구,126.9374950813,37.4761917072,봉천,792.935639619871
120000046,N75,0,0,7,8,9,18,113,30,1,1,0,0,서원역1번출구,126.9323856945,37.4786498144,신림,665.9820011889187
120000046,N75,38,6,10,8,0,0,0,0,0,0,0,0,서원역1번출구,126.9323856945,37.4786498144,신림,665.9820011889187
120000048,N15,389,126,778,298,0,0,0,0,0,0,0,0,신림동별빛거리입구,126.929633,37.485847,신림,181.0971617323756
120000048,N15,0,0,0,0,541,164,327,81,93,19,0,0,신림동별빛거리입구,126.929633,37.485847,신림,181.0971617323756
120000049,N15,75,73,91,89,0,0,0,0,0,0,0,0,당곡역.보라매공원.보라매병원,126.92762,37.49044,신림,712.0485541104117
120000049,N15,0,0,0,0,68,104,53,94,26,32,0,0,당곡역.보라매공원.보라매병원,126.92762,37.49044,신림,712.0485541104117
120000050,N15,0,0,0,0,0,0,34,171,31,186,14,38,당곡역2번출구.롯데백화점관악점,126.927485,37.490008,신림,668.83354247103
120000050,N15,0,0,35,403,36,263,13,113,0,0,0,0,당곡역2번출구.롯데백화점관악점,126.927485,37.490008,신림,668.83354247103
120000051,N15,0,0,0,0,0,0,70,316,105,332,5,43,신림동별빛거리입구,126.929057,37.486415,신림,248.28998071199996
120000051,N15,0,0,64,722,41,453,38,202,0,0,0,0,신림동별빛거리입구,126.929057,37.486415,신림,248.28998071199996
120000052,N75,0,0,532,366,463,249,300,138,0,0,0,0,신림사거리,126.9296377666,37.482767098,신림,160.91088197005547
120000052,N75,0,0,0,0,0,0,85,70,180,141,52,152,신림사거리,126.9296377666,37.482767098,신림,160.91088197005547
120000053,N75,0,0,0,0,0,0,7,58,8,101,5,65,서원역,126.932724,37.477918,신림,752.5063787420684
120000053,N75,0,0,7,187,10,202,17,134,0,0,0,0,서원역,126.932724,37.477918,신림,752.5063787420684
120000054,N75,0,0,0,0,0,0,2,89,0,157,0,98,서림동주민센터.신화단지,126.936618,37.475874,봉천,863.2052237469236
120000054,N75,0,0,8,359,9,272,2,197,0,0,0,0,서림동주민센터.신화단지,126.936618,37.475874,봉천,863.2052237469236
120000055,N75,0,0,0,0,0,0,0,100,1,207,2,106,서울대벤처타운역.삼성동시장,126.9329597367,37.4727127526,신림,1311.3794036208506
120000055,N75,0,0,2,394,1,321,1,279,0,0,0,0,서울대벤처타운역.삼성동시장,126.9329597367,37.4727127526,신림,1311.3794036208506
120000059,N15,0,0,3,126,8,143,0,76,0,0,0,0,사당역4번출구,126.9813590372,37.4755408508,사당,113.03762246651726
120000059,N15,0,0,0,0,0,0,7,101,27,246,0,89,사당역4번출구,126.9813590372,37.4755408508,사당,113.03762246651726
120000061,N15,0,0,0,0,0,0,0,3,0,56,0,71,남태령역,126.987784,37.46557,사당,1333.2411668412833
120000061,N15,0,0,1,16,0,23,0,6,0,0,0,0,남태령역,126.987784,37.46557,사당,1333.2411668412833
120000159,N75,0,0,131,307,178,214,111,133,0,0,0,0,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000159,N15,47,83,112,233,0,0,0,0,0,0,0,0,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000159,N61,0,0,91,267,126,361,77,142,0,0,0,0,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000159,N61,0,0,0,0,0,0,64,89,239,231,93,125,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000159,N15,0,0,0,0,192,119,103,49,2,0,0,0,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000159,N75,0,0,0,0,0,0,148,74,145,119,29,117,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,신림,324.64808183515584
120000160,N15,0,0,0,0,0,0,33,233,79,266,17,24,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000160,N61,0,0,0,0,144,74,162,60,174,44,0,0,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000160,N75,0,0,32,6,144,17,134,24,23,0,0,0,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000160,N61,127,142,102,94,63,38,0,0,0,0,0,0,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000160,N75,47,2,86,9,0,0,0,0,0,0,0,0,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000160,N15,0,0,97,262,55,225,26,90,0,0,0,0,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,신림,317.29768838618645
120000161,N15,15,88,17,117,0,0,0,0,0,0,0,0,보라매삼성아파트.모자원고개,126.9273975559,37.4945144044,신림,1159.0662895226433
120000161,N15,0,0,0,0,16,80,26,80,10,44,0,0,보라매삼성아파트.모자원고개,126.9273975559,37.4945144044,신림,1159.0662895226433
120000421,N61,0,0,540,402,518,414,309,255,0,0,0,0,신림사거리.신림역,126.9282759755,37.4841991011,신림,114.72944885280579
120000421,N61,0,0,0,0,0,0,178,90,671,322,210,215,신림사거리.신림역,126.9282759755,37.4841991011,신림,114.72944885280579
120000445,N61,58,63,34,32,29,11,0,0,0,0,0,0,호림박물관,126.918618871,37.4823672056,신대방,742.8888800231299
120000445,N61,0,0,0,0,24,23,87,12,35,8,0,0,호림박물관,126.918618871,37.4823672056,신대방,742.8888800231299
120000452,N75,0,0,88,1,177,2,131,3,4,0,0,0,신림2동차고지,126.938321,37.470982,봉천,1307.8257726517652
120000452,N75,11,0,6,0,0,0,0,0,1,1,0,0,신림2동차고지,126.938321,37.470982,봉천,1307.8257726517652
120000453,N75,0,0,0,0,0,0,0,134,2,467,0,174,신림2동차고지,126.938768,37.470929,봉천,1304.5804092614142
120000453,N75,0,0,7,793,4,634,5,632,0,0,0,0,신림2동차고지,126.938768,37.470929,봉천,1304.5804092614142
120000671,N15,0,0,9,0,28,1,18,2,0,0,0,0,남태령역,126.9880882012,37.4656951829,사당,1331.886887160133
120000671,N15,39,0,14,0,0,0,0,0,0,0,0,0,남태령역,126.9880882012,37.4656951829,사당,1331.886887160133
120000672,N15,0,0,0,0,0,0,0,2,0,36,0,40,사당자동차학원,126.983297,37.471303,사당,599.1972688727972
120000672,N15,0,0,0,5,0,7,0,6,0,0,0,0,사당자동차학원,126.983297,37.471303,사당,599.1972688727972
121000005,N37,0,0,0,0,3,42,20,95,25,101,0,0,뱅뱅사거리,127.032432,37.487667,강남,1221.3841015088112
121000005,N37,17,25,15,64,7,51,0,0,0,0,0,0,뱅뱅사거리,127.032432,37.487667,강남,1221.3841015088112
121000006,N37,42,41,106,87,0,0,0,0,0,0,0,0,뱅뱅사거리,127.033097,37.486653,강남,1347.545974561798
121000006,N37,0,0,0,0,76,25,55,21,0,0,0,0,뱅뱅사거리,127.033097,37.486653,강남,1347.545974561798
121000007,N37,7,42,12,114,24,72,0,0,0,0,0,0,래미안아파트.파이낸셜뉴스,127.030405,37.491895,강남,719.059881801676
121000007,N37,0,0,0,0,11,42,22,108,9,73,0,0,래미안아파트.파이낸셜뉴스,127.030405,37.491895,강남,719.059881801676
121000008,N37,42,38,153,120,4,2,0,0,0,0,0,0,래미안아파트.파이낸셜뉴스,127.030987,37.491087,강남,821.2901008941548
121000008,N37,0,0,0,0,91,68,62,32,0,0,0,0,래미안아파트.파이낸셜뉴스,127.030987,37.491087,강남,821.2901008941548
121000009,N37,0,0,0,0,47,64,120,97,42,51,0,0,신분당선강남역,127.028538,37.495848,강남,250.29088717123426
121000009,N37,15,72,71,189,48,56,0,0,0,0,0,0,신분당선강남역,127.028538,37.495848,강남,250.29088717123426
121000010,N37,0,0,0,0,144,144,174,109,0,1,0,0,신분당선강남역,127.029112,37.494993,강남,357.26740533246357
121000010,N37,69,76,275,242,27,20,0,0,0,0,0,0,신분당선강남역,127.029112,37.494993,강남,357.26740533246357
121000011,N37,0,0,0,0,104,93,159,162,87,63,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N31,111,42,355,112,196,89,0,0,0,0,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N37,37,76,105,207,110,76,0,0,0,0,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N75,358,43,570,228,293,152,70,20,0,0,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N31,0,0,0,0,48,30,246,119,150,165,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N75,0,0,0,0,0,0,270,132,303,153,85,57,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N13,55,38,340,169,601,158,0,0,0,0,0,0,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000011,N13,0,0,0,0,4,1,375,142,248,145,17,21,지하철2호선강남역,127.02574,37.501795,강남,454.598825942693
121000012,N75,0,0,0,0,308,160,258,152,191,143,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N37,0,0,0,0,213,147,314,167,17,4,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N37,94,54,476,230,124,56,0,0,0,0,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N31,91,109,354,265,149,81,0,0,0,0,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N31,0,0,0,0,23,10,107,81,83,100,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N13,0,0,0,0,310,156,306,161,68,43,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000012,N13,569,399,520,237,262,124,0,0,0,0,0,0,지하철2호선강남역,127.02637,37.500785,강남,330.3497214716413
121000013,N37,23,112,62,231,66,111,0,0,0,0,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N75,333,71,471,376,348,202,46,27,0,0,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N31,0,0,0,0,122,79,108,114,106,181,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N37,0,0,0,0,57,117,152,219,94,61,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N31,68,50,267,116,128,93,0,0,0,0,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N13,41,58,267,188,376,241,0,0,0,0,0,0,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N13,0,0,0,0,6,7,315,261,214,221,5,14,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000013,N75,0,0,0,0,0,0,243,252,262,171,73,70,논현역,127.0230319441,37.5072264964,강남,1103.1824115171455
121000014,N31,51,93,254,241,147,138,0,0,0,0,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N37,35,40,272,165,136,78,0,0,0,0,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N37,0,0,0,0,153,92,294,162,40,11,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N75,0,0,0,0,257,139,211,97,157,116,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N13,0,0,0,0,380,184,536,289,172,117,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N75,162,101,257,142,113,106,0,0,0,0,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N13,250,245,349,254,223,116,0,0,0,0,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000014,N31,0,0,0,0,14,7,180,145,147,110,0,0,논현역,127.023728,37.506367,강남,992.2631363899093
121000015,N37,22,120,83,430,45,152,0,0,0,0,0,0,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000015,N31,98,102,127,174,91,167,0,0,0,0,0,0,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000015,N37,0,0,0,0,51,179,120,296,52,182,0,0,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000015,N31,0,0,0,0,130,138,117,180,76,248,0,0,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000015,N13,55,54,241,401,236,335,0,0,0,0,0,0,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000015,N13,0,0,0,0,4,7,292,401,151,347,0,3,신사역.푸른저축은행,127.0200636589,37.5141369914,강남,1913.441820792785
121000016,N37,0,0,0,0,131,98,262,199,69,49,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000016,N37,44,45,227,252,153,143,0,0,0,0,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000016,N31,0,0,0,0,3,5,159,170,111,120,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000016,N13,0,0,0,0,176,111,383,297,112,117,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000016,N31,79,53,207,271,100,148,0,0,0,0,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000016,N13,154,159,364,295,187,118,0,0,0,0,0,0,신사역,127.020607,37.512972,강남,1775.5084445844375
121000017,N75,22,58,28,82,14,27,0,0,0,0,0,0,반포역,127.0120079425,37.5083481993,교대(법원·검찰청),1613.9896171284804
121000017,N75,0,0,0,0,19,45,24,56,19,29,0,0,반포역,127.0120079425,37.5083481993,교대(법원·검찰청),1613.9896171284804
121000018,N75,35,62,89,97,54,70,0,1,0,0,0,0,반포역,127.011155,37.507995,교대(법원·검찰청),1588.0645344967613
121000018,N75,0,0,0,0,0,0,26,40,12,45,1,22,반포역,127.011155,37.507995,교대(법원·검찰청),1588.0645344967613
121000019,N75,297,74,370,130,85,32,0,0,0,0,0,0,고속터미널,127.005137,37.506295,교대(법원·검찰청),1606.2123761980324
121000019,N75,0,0,0,0,130,64,138,68,138,68,0,0,고속터미널,127.005137,37.506295,교대(법원·검찰청),1606.2123761980324
121000020,N75,0,0,0,0,5,6,198,103,66,133,105,68,고속터미널,127.003922,37.505843,서초,1586.7731857194688
121000020,N75,186,117,485,175,258,74,0,0,0,0,0,0,고속터미널,127.003922,37.505843,서초,1586.7731857194688
121000025,N75,57,23,109,30,0,1,0,0,0,0,0,0,지하철3호선교대역,127.0141904192,37.4917820873,교대(법원·검찰청),244.5110552235483
121000025,N75,0,0,0,0,45,22,37,34,40,89,0,0,지하철3호선교대역,127.0141904192,37.4917820873,교대(법원·검찰청),244.5110552235483
121000025,N61,0,0,0,0,0,0,83,92,31,65,6,28,지하철3호선교대역,127.0141904192,37.4917820873,교대(법원·검찰청),244.5110552235483
121000025,N61,74,36,102,47,61,45,0,0,0,0,0,0,지하철3호선교대역,127.0141904192,37.4917820873,교대(법원·검찰청),244.5110552235483
121000026,N75,0,0,0,0,84,35,36,20,12,61,0,0,서울교대사거리,127.0150603111,37.4873287224,교대(법원·검찰청),736.6307963905497
121000026,N61,92,26,156,41,43,32,0,0,0,0,0,0,서울교대사거리,127.0150603111,37.4873287224,교대(법원·검찰청),736.6307963905497
121000026,N75,58,14,63,31,0,0,0,0,0,0,0,0,서울교대사거리,127.0150603111,37.4873287224,교대(법원·검찰청),736.6307963905497
121000026,N61,0,0,0,0,0,0,77,94,45,86,12,45,서울교대사거리,127.0150603111,37.4873287224,교대(법원·검찰청),736.6307963905497
121000027,N64,0,0,58,98,25,96,0,0,0,0,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N64,0,0,0,0,0,0,8,33,15,11,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N61,207,24,207,45,86,14,0,0,0,0,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N75,83,15,163,24,18,0,0,0,0,0,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N61,0,0,0,0,0,0,80,49,53,126,0,51,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N64,0,0,0,0,0,0,12,55,43,53,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000027,N75,0,0,0,0,58,10,57,13,30,73,0,0,지하철2호선교대역2,127.01538,37.494022,교대(법원·검찰청),66.6276755853946
121000028,N61,0,0,0,0,0,0,29,62,40,82,3,58,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N61,41,18,77,27,17,11,0,0,0,0,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N64,0,0,11,20,10,20,0,0,0,0,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N75,0,0,0,0,7,21,6,30,16,133,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N64,0,0,0,0,0,0,2,7,0,6,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N64,0,0,0,0,0,0,11,8,7,8,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000028,N75,15,12,37,16,2,2,0,0,0,0,0,0,서초동유원아파트,127.020216043,37.495456936,교대(법원·검찰청),521.1961242660554
121000038,N64,0,0,0,0,0,0,1,35,10,43,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N61,23,33,88,63,42,39,0,0,0,0,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N75,0,0,0,0,29,36,25,65,27,179,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N64,0,0,13,74,13,57,0,0,0,0,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N61,0,0,0,0,0,0,39,135,102,195,4,84,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N75,24,42,83,88,14,9,0,0,0,0,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000038,N64,0,0,0,0,0,0,4,7,11,24,0,0,롯데칠성,127.0240035889,37.4966572734,강남,344.3535290751152
121000058,N64,87,22,205,45,0,0,0,0,0,0,0,0,교대역10번출구,127.012781,37.493554,교대(법원·검찰청),169.60470688076907
121000058,N64,0,0,0,0,118,27,50,19,0,0,0,0,교대역10번출구,127.012781,37.493554,교대(법원·검찰청),169.60470688076907
121000060,N64,0,0,18,77,12,66,0,0,0,0,0,0,서초역1번출구,127.00891,37.492017,서초,86.16202085066011
121000060,N64,0,0,0,0,0,0,16,34,23,80,0,0,서초역1번출구,127.00891,37.492017,서초,86.16202085066011
121000060,N64,0,0,0,0,0,0,8,20,12,44,0,0,서초역1번출구,127.00891,37.492017,서초,86.16202085066011
121000070,N61,0,0,0,0,0,0,2,13,41,20,2,20,서초중학교,127.0085384266,37.4836051072,서초,923.2264708555447
121000070,N75,0,0,0,0,0,0,5,11,15,6,13,16,서초중학교,127.0085384266,37.4836051072,서초,923.2264708555447
121000070,N75,14,14,8,34,13,17,1,9,0,0,0,0,서초중학교,127.0085384266,37.4836051072,서초,923.2264708555447
121000070,N61,0,0,35,29,18,25,4,4,0,0,0,0,서초중학교,127.0085384266,37.4836051072,서초,923.2264708555447
121000071,N61,0,0,0,0,6,9,46,56,12,138,2,60,서초중학교,127.0088052622,37.4833879213,서초,948.893281598407
121000071,N75,0,0,0,0,22,29,19,25,4,45,0,0,서초중학교,127.0088052622,37.4833879213,서초,948.893281598407
121000071,N61,31,12,26,31,23,19,0,0,0,0,0,0,서초중학교,127.0088052622,37.4833879213,서초,948.893281598407
121000071,N75,19,15,25,20,0,0,0,0,0,0,0,0,서초중학교,127.0088052622,37.4833879213,서초,948.893281598407
121000072,N61,0,0,18,24,12,14,2,5,0,0,0,0,서울고등학교,127.0050002096,37.4829303821,방배,672.0012884903155
121000072,N75,1,15,5,16,2,14,0,2,0,0,0,0,서울고등학교,127.0050002096,37.4829303821,방배,672.0012884903155
121000072,N61,0,0,0,0,0,0,1,7,3,19,2,5,서울고등학교,127.0050002096,37.4829303821,방배,672.0012884903155
121000072,N75,0,0,0,0,0,0,4,6,1,10,0,11,서울고등학교,127.0050002096,37.4829303821,방배,672.0012884903155
121000073,N75,0,0,0,0,17,32,2,41,7,14,0,0,서울고등학교,127.0055791438,37.4827474318,방배,717.5089178228466
121000073,N61,24,14,19,37,7,15,0,0,0,0,0,0,서울고등학교,127.0055791438,37.4827474318,방배,717.5089178228466
121000073,N61,0,0,0,0,3,2,7,20,10,60,1,18,서울고등학교,127.0055791438,37.4827474318,방배,717.5089178228466
121000073,N75,26,12,12,15,0,0,0,0,0,0,0,0,서울고등학교,127.0055791438,37.4827474318,방배,717.5089178228466
121000080,N61,0,0,159,86,116,47,30,8,0,0,0,0,남부터미널.한일시멘트,127.014218486,37.4847318427,서초,970.8388061014043
121000080,N61,0,0,0,0,0,0,58,31,65,61,17,91,남부터미널.한일시멘트,127.014218486,37.4847318427,서초,970.8388061014043
121000080,N75,0,0,0,0,0,0,19,33,28,51,16,39,남부터미널.한일시멘트,127.014218486,37.4847318427,서초,970.8388061014043
121000080,N75,95,38,76,68,94,49,7,9,0,0,0,0,남부터미널.한일시멘트,127.014218486,37.4847318427,서초,970.8388061014043
121000081,N75,0,0,0,0,64,29,43,43,22,94,0,0,남부터미널,127.015601,37.484755,교대(법원·검찰청),1024.8973133827042
121000081,N75,83,20,56,34,0,0,0,0,0,0,0,0,남부터미널,127.015601,37.484755,교대(법원·검찰청),1024.8973133827042
121000081,N61,54,37,78,67,48,39,0,0,0,0,0,0,남부터미널,127.015601,37.484755,교대(법원·검찰청),1024.8973133827042
